sentence,emotion
i feel so paranoid i don t want to feel like i did back then ever again,fear
i feel more terrified than the customers will be in my maze,fear
i appreciate not having to do it but it feels so strange to be sitting around not packing when a move is so close,fear
i feel strange and weird about this entire struggle am i the only one who deals with this kind of conflict,fear
i told her yeah they feel insecure and they bully people because it makes them feel powerful physically,fear
i somehow feel more vulnerable without it,fear
i don t know if i have told this to you but i feel intimidated by how smart you are,fear
i was really worried that i would feel intimidated by monica but when we met that morning she was incredibly welcoming and made me feel relaxed straight away,fear
i feel like i need to be some tortured soul in order to create words or whatever,fear
i feel acclimated like i am finally a part of this organization rather than a timid observer,fear
i wouldn t make too big of a deal out of the situation you found your daughter in unless you feel prompted to not fearful,fear
i first held my scotty i knew i was in love with my high priced bundle of joy but i couldnt help feeling apprehensive about what the time to come holds,fear
i think the main benefit here is that it wets the surface giving even the earliest strokes something to play against and it also helps get my ass into the deep end of the pool if i am feeling hesitant about where to begin,fear
i am learning is one of my default reactions when i feel threatened,fear
i am tired feeling overwhelmed and it seems like i am being assaulted from every direction i am not always at my best,fear
i wonder if they feel like reluctant leaders,fear
i feel most apprehensive about each week probably because it is the one most likely to unavoidably show me my shortcomings as a runner,fear
i feel hesitant and uncertain sometimes,fear
