sentence,emotion
i know just how you feel any ache pain in tummy i get frightened incase it em again,fear
i also feel paranoid that everyone is listening to my phone conversations whats that all about,fear
i feel overwhelmed they might say my stomach hurts or my head hurts,fear
i also always feel a little scared,fear
i guess i am just feeling slightly shaken at this sudden news,fear
im feeling gently hesitant about posting these photos because this time the race slapped do not copy on every picture,fear
i feel scared and unsure and out of place,fear
i was out shopping with a friend the other day and she asked how i was feeling about the book coming out and i said i was terrified and she asked why,fear
im guessing with everyone standing there she was feeling timid about moving through the crowd again,fear
i instantly feel anxious that a police officer is going to pull me over,fear
i feel like im almost uh afraid of everything so to speak,fear
i kind of feel fearful of starting,fear
i think i feel myself flushing don t be alarmed i m on a headache medicine that causes that sometimes,fear
i didnt feel alarmed moreso a feeling of total welcome,fear
i feel tortured by all this and im not quite sure how to handle it other then getting drunk non stop so as to not feel anything at all,fear
i feel really strange without my bangs and sometimes i want just to cut my hair,fear
i love taking in peoples smiles the way children giggle the gorgeous way little ones move closer to their moms if strangers smile at them and they feel scared the way teenagers are boisterous and full of life and hopes,fear
i feel like a paranoid stalker or something,fear
i may be having a constant dullness and heaviness over my heart that makes me feel restless bored and unsatisfied however i know very well that such feelings are evoked by the time of the month,fear
